"Year","Country","Region","Indicator","Geo","EnterpriseSize","Activity","Unit","Value","Flags","Note"
"2023A00","Slovenia","Vzhodna Slovenija","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","SI03","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",84.6861,NA,NA
"2023A00","Italy","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",84.8293,NA,NA
"2023A00","European Union - 27 countries (from 2020)","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",85.2758,NA,NA
"2023A00","France","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",85.6291,NA,NA
"2023A00","Spain","Castilla-la Mancha","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","ES42","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",85.7204,NA,NA
"2023A00","Belgium","Vlaams Gewest","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","BE2","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",86.461,NA,NA
"2023A00","Belgium","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",87.009,NA,NA
"2023A00","Belgium","RÃ©gion wallonne","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","BE3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",87.0362,NA,NA
"2023A00","Malta","Not applicable","Use any social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",87.1437,NA,NA
"2023A00","Spain","Centro (ES)","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","ES4","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",87.6584,NA,NA
"2023A00","Spain","Comunidad Foral de Navarra","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","ES22","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",87.8591,NA,NA
"2023A00","Spain","AragÃ³n","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","ES24","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",88.0837,NA,NA
"2023A00","Sweden","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",88.2114,"b",NA
"2023A00","Spain","Castilla y LeÃ³n","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","ES41","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",88.7562,NA,NA
"2023A00","Netherlands","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",88.8992,NA,NA
"2023A00","Germany","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",88.9122,NA,NA
"2023A00","Lithuania","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",89.4705,NA,NA
"2023A00","Spain","Extremadura","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","ES43","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",89.6145,NA,NA
"2023A00","Belgium","RÃ©gion de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","BE1","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",90.0321,NA,NA
"2023A00","Spain","Comunitat Valenciana","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","ES52","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",90.0341,NA,NA
"2023A00","Finland","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",90.1917,NA,NA
"2023A00","Spain","Galicia","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","ES11","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",90.2611,NA,NA
"2023A00","Spain","Principado de Asturias","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","ES12","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",90.3187,NA,NA
"2023A00","Spain","Noroeste (ES)","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","ES1","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",90.6889,NA,NA
"2023A00","Spain","AndalucÃ­a","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","ES61","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",91.1413,NA,NA
"2023A00","Portugal","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",91.2367,NA,NA
"2023A00","Spain","Sur (ES)","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","ES6","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",91.3662,NA,NA
"2023A00","Cyprus","Not applicable","The maximum contracted download speed of the fastest fixed line internet connection is at least 30 Mb/s","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",91.4559,NA,NA
